id,venue_name,venue_type,main_bus,venue_add_one,venue_add_two,venue_pcode,venue_web,venue_phone,venue_email,venue_fb,venue_tw,org_own,mger,mger_email,mger_phone,online_contact_form,follow_up,venue_city,venue_country,notes,std_sign_off,res_sign_off,s_kick_id,latitude,longitude,constituency,wday_opening,wday_closing,wkd_opening,wkd_closing,show_opening,show_closing,variations,promoters,venue_capacity,outdoor_space,type_outdoor_space,Instagram ,PRS Type,PRS Venue cat,Omic,gigmainbiz,MD_pad,NPO,FAC,AIE,MVT,Year Venue Opened ,Year Venue Closed ,LAP_areas 
479,The Junction,"bar, pub with music",no,102 News Lane,Rainford,WA117JU,https://junctionpubrainford.co.uk/?fbclid=IwAR1sp4lnIbMkXmaWUjGKptLEH4MZ59wH2zy69FtrQ_y2nLvKlEPv98Cfq4w,1744882868,NA,https://www.facebook.com/TheJunctionRainford/?locale=en_GB,NA,,,,,NA,,St. Helens,England,Covers gigs,,,,53.51745913,-2.788187509,,12:00:00,00:00:00,12:00:00,00:00:00,NA,NA,,,,,,NA,,,,,,,,,,,NA,
480,Windle Social Club,Social,no,15 Dentons Green Lane,Dentons Green,WA102QF,NA,1744454400,NA,https://www.facebook.com/p/Windle-social-Club-2-100045007076937/,NA,,,,,NA,,St. Helens,England ,Covers gigs ,,,,53.45744516,-2.747898544,,18:00:00,22:30:00,12:00:00,00:00:00,NA,NA,,,,,,NA,,,,,,,,,,,NA,
481,Ice Bar,"bar, pub with music",no,58 Ormskirk Street,St Helens ,WA102TF,NA,1744616641,NA,https://www.facebook.com/profile.php?id=100028560085213,NA,,,,,NA,,St. Helens,England,covers gigs ,,,,53.45471166,-2.73928362,,NA,NA,NA,NA,NA,NA,No opening times listed ,,,,,,,,,,,,,,,,NA,
482,The Dam Bar & Grill,Rest,no,Garswood Old Road,St Helens ,WA117LZ,https://carrmilldam.co.uk/,1744371226,hello@carrmilldam.co.uk,https://www.facebook.com/TheDamcarrmill/,NA,,,,,https://carrmilldam.co.uk/index.php/contact,,St. Helens,England,covers gigs ,,,,53.47618995,-2.713020991,,09:30:00,17:00:00,09:30:00,18:00:00,NA,NA,THU/09:30/21:00,,,,,NA,,,,,,,,,,,NA,
483,The Market Tavern ,"bar, pub with music",no,26-28 Bridge Street ,St Helens ,WA101NW,https://ambertaverns.co.uk/pub/market-tavern/,1744757313,themarkettavern@outlook.com,https://www.facebook.com/st.helens/?locale=en_GB,NA,,,,,NA,,St. Helens,England ,covers gigs ,,,,53.45207256,-2.738467713,,09:00:00,00:00:00,09:00:00,01:00:00,NA,NA,,,,,,NA,,,,,,,,,,,NA,
484,The Red Lion,"bar, pub with music",no,192-194 Robins Lane,St Helens ,WA9,https://www.joseph-holt.com/pubs/red-lion-st-helens?fbclid=IwAR31La5VqYlm0_F6QpcrLasevzvM94Zdx4DDgXPVZ0yf-_soNPmDZZopqiA,1744902752,info@joseph-holt.com,https://www.facebook.com/OfficialRedLionStHelens/,NA,,,,,NA,,St. Helens,England ,covers gigs,,,,53.43685266,-2.713874462,,12:00:00,23:00:00,12:00:00,23:00:00,NA,NA,,,,,,NA,,,,,,,,,,,NA,
485,The Bowling Green,"bar, pub with music",no,125 Robins Lane,St Helens ,WA93NQ,NA,1744808686,NA,https://www.facebook.com/p/The-Bowling-Green-100057215539431/,NA,,,,,NA,,St. Helens,England ,covers gigs,,,,53.43783306,-2.716282803,,14:00:00,22:30:00,12:00:00,00:30:00,NA,NA,,,,,,NA,,,,,,,,,,,NA,
486,The Brasserie Chalon,"bar, pub with music",no,12 Barrow Street,St Helens ,WA101RX,https://www.craftunionpubs.com/brasserie-chalon-st-helens?utm_source=gmb&utm_medium=organic&utm_campaign=homepage,1212725499,NA,https://www.facebook.com/TheBrasserieChalon/,NA,Craft Union Pubs,,,,NA,,St. Helens,England ,covers gigs,,,,53.45314905,-2.737062232,,10:00:00,22:00:00,10:00:00,22:00:00,NA,NA,,,,,,https://www.instagram.com/craftunionpubs/,,,,,,,,,,,NA,
487,The Starting Gate,"bar, pub with music",no,129 Chain Lane,St Helens ,WA119HB,https://www.craftunionpubs.com/starting-gate-st-helens,1744755453,NA,https://www.facebook.com/StartingGateStHelens/,NA,Craft Union Pubs,,,,NA,,St. Helens,England ,covers gigs,,,,53.467411,-2.711114325,,11:00:00,23:00:00,11:00:00,23:00:00,NA,NA,,,,,,https://www.instagram.com/craftunionpubs/,,,,,,,,,,,NA,
488,The Clock Face,"bar, pub with music",no,408 Clock Face Road,Clock Face ,WA94QS,NA,1744602306,theclockface@icloud.com,https://www.facebook.com/clockfacesthelens/,NA,,,,,NA,,St. Helens,England ,covers gigs,,,,53.41799074,-2.711816281,,12:00:00,00:00:00,12:00:00,00:00:00,NA,NA,,,,,,NA,,,,,,,,,,,NA,
489,Eagle and Child,"bar, pub with music",no,6 Church Road,Rainford,WA118HE,NA,1744882086,shiversdevs66@gmail.com,https://www.facebook.com/eagleandchildrainford/,NA,,,,,NA,,St. Helens,England ,covers gigs ,,,,53.50204459,-2.788536258,,11:00:00,23:00:00,11:00:00,23:00:00,NA,NA,,,,,,NA,,,,,,,,,,,NA,
490,The Windle,"bar, pub with music",no,Hard Lane,St Helens ,WA106NY,NA,1744881569,the.windle@hotmail.com,https://www.facebook.com/TheWindlePub/,NA,,,,,NA,,St. Helens,England ,covers gigs,,,,53.46865179,-2.743701589,,12:00:00,23:00:00,12:00:00,00:00:00,NA,NA,,,,Y ,BOTH,https://www.instagram.com/thewindle_sthelens/?hl=en,,,,,,,,,,,NA,
491,The Fox & Hounds ,"bar, pub with music",no,107 Barnston Road,Barnston,CH611BW,https://the-fox-hounds.co.uk/,1516487685,info@the-fox-hounds.co.uk,https://www.facebook.com/foxandhoundsbarnston,NA,,,,,https://the-fox-hounds.co.uk/contact/,,Wirral,England ,covers gigs ,,,,53.34234191,-3.083346153,,12:00:00,23:00:00,12:00:00,23:00:00,NA,NA,,,,Y ,TA,https://www.instagram.com/foxandhoundsbarnston/?hl=en,,,,,,,,,,,NA,
492,The River View,"bar, pub with music",no,16 Chester Street,Birkenhead,CH415DQ,http://www.theriverview-birkenhead.foodanddrinksites.co.uk/,1516474368,theriverview1@outlook.com,https://www.facebook.com/theriverviewbirkenhead/,NA,,,,,NA,,Wirral,England ,Covers gigs ,,,,53.3939705,-3.012436447,,12:00:00,00:00:00,12:00:00,00:00:00,NA,NA,,,,,,NA,,,,,,,,,,,NA,
493,The Dee View inn,"bar, pub with music",no,2 Dee View Road,Heswall,CH600DH,https://www.deeviewinnheswall.co.uk/,1513484883,NA,NA,https://twitter.com/thedee_view?lang=en,,,,,NA,,Wirral,England ,Covers gigs,,,,53.32554731,-3.100500671,,14:00:00,23:00:00,13:00:00,00:00:00,NA,NA,,,,,,,,,,,,,,,,,NA,
494,Blind Pig Heswall,"bar, pub with music",no,168 Telegraph Road,Heswall,CH600AH,https://www.blindpig.bar/,1517926335,helloheswall@blindpig.bar,https://www.facebook.com/blindpigheswall/,https://twitter.com/blindpigheswall,,,,,https://www.blindpig.bar/contact-us,,Wirral,England ,Covers gigs,,,,53.32728304,-3.095835974,,16:00:00,22:30:00,16:00:00,01:00:00,NA,NA,,,,Y,SA,https://www.instagram.com/blindpigheswall/,,,,,,,,,,,NA,
495,The Shippons Pub & Kitchen ,"bar, pub with music",no,8A Thingwall Road,Irby ,CH613UA,https://shipponspubandkitchen.co.uk/,1516480449,enquiries@shipponspubandkitchen.co.uk,https://www.facebook.com/irby.shippons/?locale=en_GB,NA,,,,,https://shipponspubandkitchen.co.uk/#contact,,Wirral,England ,Covers gigs ,,,,53.35218741,-3.117985822,,12:00:00,22:00:00,12:00:00,22:00:00,NA,NA,,,,,,NA,,,,,,,,,,,NA,
496,Irby Mill,"bar, pub with music",no,Mill Lane ,Birkenhead ,CH493NT,https://irbymill.co.uk/,1516780198,info@irbymill.co.uk,https://www.facebook.com/IrbyMill/,NA,,,,,NA,,Wirral,England ,Covers gigs ,,,,53.36631251,-3.122803735,,12:00,23:30:00,12:00:00,23:30:00,NA,NA,,,,Y ,SA,https://www.instagram.com/irbymill/,,,,,,,,,,,NA,
497,The Devon Doorway,"bar, pub with music",no,2 Telegraph Road,Heswall,CH602SA,https://www.thedevondoorway.co.uk/#/,1513484462,enquiry@thedevondoorway.co.uk,https://www.facebook.com/TheDevonDoorway,NA,,,,,https://www.thedevondoorway.co.uk/contact#/,,Wirral,England ,Covers gigs,,,,53.32261051,-3.085011321,,12:00:00,23:00:00,09:00:00,00:00:00,NA,NA,FRI/12:00/00:00,,,Y,SA,https://www.instagram.com/thedevondoorway/,,,,,,,,,,,NA,
498,The Armchair,"bar, pub with music",no,Hoylake Road,Moreton,CH469PD,NA,1516789750,NA,https://www.facebook.com/p/The-armchair-100065459080754/,NA,,,,,NA,,Wirral,England ,covers gigs ,,,,53.40375643,-3.100411651,,11:00:00,00:00:00,11:00:00,01:00:00,NA,NA,,,,Y,SA,NA,,,,,,,,,,,NA,
499,The Cock & Pullet ,"bar, pub with music",no,100 Woodchurch Road,Birkenhead ,CH429LP,NA,1516527257,NA,https://www.facebook.com/cckpull/,NA,,,,,NA,,Wirral ,England ,covers gigs ,,,,53.38094727,-3.037543665,,12:00:00,00:00:00,12:00:00,00:00:00,NA,NA,,,,N,,NA,,,,,,,,,,,NA,
500,Red Cat ,"bar, pub with music",no,Greasby Road,Wirral,CH493AT,https://www.greeneking-pubs.co.uk/pubs/merseyside/red-cat/?utm_source=g_places&utm_medium=locations&utm_campaign=PS_pubpage,1516772747,NA,NA,https://twitter.com/redcatgreasby?lang=en-GB,Greene King ,,,,NA,,Wirral ,England ,Covers gigs/tribute acts ,,,,53.37750217,-3.122263596,,11:00:00,23:00:00,11:00:00,00:30:00,NA,NA,,,,Y ,TA,https://www.instagram.com/redcatgreasby/?hl=en-gb,,,,,,,,,,,NA,
501,Mersey Clipper,"bar, pub with music",no,17 Prenton Road West,Birkenhead ,CH429PY,https://www.greeneking-pubs.co.uk/pubs/merseyside/mersey-clipper/?utm_source=g_places&utm_medium=locations&utm_campaign=FG_pubpage,1516091053,NA,NA,NA,Greene King ,,,,NA,,Wirral ,England ,covers gigs/ DJ/ Tribute Acts,,,,53.37372287,-3.034036434,,12:00:00,23:00:00,12:00:00,00:00:00,NA,NA,,,,Y ,TA,https://www.instagram.com/themerseyclipper/?hl=en,,,,,,,,,,,NA,
502,Caernavon Castle ,"bar, pub with music",no,10 Bidston Road,Birkenhead ,CH432JZ,https://www.greeneking-pubs.co.uk/pubs/merseyside/caernarvon-castle/?utm_source=g_places&utm_medium=locations&utm_campaign=PK_pubpage,1516522831,NA,NA,NA,Greene King ,,,,NA,,Wirral ,England ,covers gigs/open mic,,,,53.38259067,-3.05216112,,12:00:00,23:00:00,12:00:00,23:00:00,NA,NA,,,,Y ,SA,NA,,,1,,,,,,,,NA,
503,Kings Arms,"bar, pub with music",no,"Kings Lane, Rockferry",Birkenhead ,CH638NR,greeneking-pubs.co.uk/pubs/merseyside/kings-arms/?utm_source=g_places&utm_medium=locations&utm_campaign=FG_pubpage,1516447855,NA,NA,NA,Greene King,,,,NA,,Wirral ,England ,covers gigs,,,,53.36447138,-3.016377038,,12:00:00,23:00:00,12:00:00,00:00:00,NA,NA,,,,Y ,TA,NA,,,,,,,,,,,NA,
504,Masons Arms ,"bar, pub with music",no,646 Prescot Road,Old Swan ,L135XE,https://www.greeneking-pubs.co.uk/pubs/merseyside/masons-arms/?utm_source=g_places&utm_medium=locations&utm_campaign=PL_pubpage,1512288907,NA,NA,NA,Greene King ,,,,NA,,Liverpool,England ,covers gigs,,,,53.41362184,-2.911198943,,11:00:00,23:00:00,11:00:00,00:00:00,NA,NA,,,,Y ,SA,NA,,,,,,,,,,,NA,
505,Jolly Miller,"bar, pub with music",no,176 Mill Lane,West Derby ,L127JF,https://www.greeneking-pubs.co.uk/pubs/merseyside/jolly-miller/?utm_source=g_places&utm_medium=locations&utm_campaign=FG_pubpage,1512282338,NA,NA,NA,Greene King ,,,,NA,,Liverpool,England ,Covers gigs/DJs,,,,53.42702167,-2.917040883,,11:00:00,23:00:00,11:00:00,00:00:00,NA,NA,,,,Y ,SA,NA,,,1,,,,,,,,NA,
506,Lighthouse,"bar, pub with music",no,Wallasey Village ,Wallasey,CH453LP,https://www.greeneking-pubs.co.uk/pubs/merseyside/lighthouse/?utm_source=g_places&utm_medium=locations&utm_campaign=PS_pubpage,1516384756,NA,NA,NA,Greene King ,,,,NA,,Wirral ,England ,covers gigs,,,,53.42713663,-3.066985673,,11:30:00,23:00:00,10:30:00,23:00:00,NA,NA,,,,Y ,SA,NA,,,,,,,,,,,NA,
507,Black Horse,"bar, pub with music",no,641 Prescot Road,Old Swan ,L135XD,https://www.greeneking-pubs.co.uk/pubs/merseyside/black-horse-old-swan/?utm_source=g_places&utm_medium=locations&utm_campaign=PL_pubpage,1512281328,NA,NA,NA,Greene King ,,,,NA,,Liverpool,England ,covers gigs ,,,,53.41493148,-2.908005123,,11:00:00,23:00:00,11:00:00,00:00:00,NA,NA,,,,N,,NA,,,,,,,,,,,NA,
508,Bridge Inn,"bar, pub with music",no,Bolton Road,Port Sunlight ,CH624UQ,https://www.greeneking-pubs.co.uk/pubs/merseyside/bridge-inn/?utm_source=g_places&utm_medium=locations&utm_campaign=FG_pubpage,1516458441,NA,NA,NA,Greene King ,,,,NA,,Wirral ,England ,tribute acts,,,,53.35278549,-2.994838937,,07:30:00,23:00:00,08:00:00,23:00:00,NA,NA,,,,Y ,SA,NA,,,,,,,,,,,NA,
509,Sefton Arms,"bar, pub with music",no,1 Mill Lane,West Derby ,L127HX,https://www.greeneking-pubs.co.uk/pubs/merseyside/sefton-arms/?utm_source=g_places&utm_medium=locations&utm_campaign=PS_pubpage,1512262055,NA,NA,NA,Greene King ,,,,NA,,Liverpool,England ,DJ,,,,53.43219433,-2.908971131,,09:00:00,23:00:00,09:00:00,01:00:00,NA,NA,,,,Y ,TA,https://www.instagram.com/seftonarms/?hl=en-gb,,,,,,,,,,,NA,
510,Farmers Arms,"bar, pub with music",no,2 Netherton Road,Wirral,CH467TR,https://www.greeneking-pubs.co.uk/pubs/merseyside/farmers-arms/?utm_source=g_places&utm_medium=locations&utm_campaign=PL_pubpage,1516775068,NA,NA,NA,Greene King ,,,,NA,,Wirral ,England ,covers gigs,,,,53.40164603,-3.113430182,,11:00:00,23:00:00,11:00:00,00:00:00,NA,NA,,,,Y ,TA,NA,,,,,,,,,,,NA,
511,The Bromborough ,"bar, pub with music",no,2 Bromborough Village Road,Wirral,CH627ES,https://www.greeneking-pubs.co.uk/pubs/merseyside/bromborough/?utm_source=g_places&utm_medium=locations&utm_campaign=PL_pubpage,1513342113,NA,NA,NA,Greene King ,,,,NA,,Wirral ,England ,covers gigs,,,,53.33399306,-2.977734288,,12:00:00,23:00:00,12:00:00,00:00:00,NA,NA,,,,N,,NA,,,,,,,,,,,NA,
512,Harvest Mouse,"bar, pub with music",no,164 Pensby Road,Heswall,CH607RQ,https://www.greeneking-pubs.co.uk/pubs/merseyside/harvest-mouse/?utm_source=g_places&utm_medium=locations&utm_campaign=FG_pubpage,1513427985,NA,NA,NA,Greene King ,,,,NA,,Wirral ,England ,covers gigs/tribute acts ,,,,53.33428619,-3.096887638,,12:00:00,23:00:00,12:00:00,00:00:00,NA,NA,,,,N,,NA,,,,,,,,,,,NA,
513,The Grapes,"bar, pub with music",no,145 St Helens Road,St Helens ,L342QH,https://www.greeneking-pubs.co.uk/pubs/merseyside/grapes-hotel/?utm_source=g_places&utm_medium=locations&utm_campaign=PC_pubpage,1514263849,NA,NA,NA,Greene King ,,,,NA,,St. Helens,England ,Tribute acts ,,,,53.43456436,-2.77879845,,09:00:00,23:00:00,09:00:00,23:00:00,NA,NA,SUN/11:00/23:00,,,Y ,SA,NA,,,,,,,,,,,NA,
514,The Plasterers Arms,"bar, pub with music",no,35 Back Sea View,Hoylake,CH472DJ,NA,1513450249,NA,https://www.facebook.com/ArmsPlasterers/?locale=en_GB,NA,,,,,NA,,Wirral ,England ,Covers gigs ,,,,53.3952664,-3.178408976,,12:00:00,00:00:00,12:00:00,00:00:00,NA,NA,,,,N,,https://www.instagram.com/theplasterersarms/?hl=en,,,,,,,,,,,NA,
515,The Waterloo ,"bar, pub with music",no,63 Grange Road East ,Birkenhead ,CH415FD,NA,1516661468,bernie1992@hotmail.co.uk,https://www.facebook.com/p/The-Waterloo-Pub-100063470323961/,NA,,,,,NA,,Wirral ,England ,covers gigs ,,,,53.38971348,-3.019385637,,12:00:00,00:00:00,12:00:00,01:00:00,NA,NA,,,,N,,NA,,,,,,,,,,,NA,
516,Eagle and Crown,"bar, pub with music",no,149 Ford Road,Birkenhead ,CH490TH,https://eagleandcrownupton.co.uk/,1513925050,clairevaughan23@gmail.com,https://www.facebook.com/eagleandcrown/?locale=en_GB,NA,,,,,https://eagleandcrownupton.co.uk/#contact,,Wirral ,England ,Covers gigs ,,,,53.38465557,-3.097670485,,12:00:00,23:00:00,11:00:00,00:00:00,NA,NA,,,,Y ,TA,NA,,,,,,,,,,,,
517,The Travellers Rest,"bar, pub with music",no,169 Mount Road,Higher Bebington,CH638PJ,https://www.thetravsbebington.co.uk/,1516082988,travellersrest169@gmail.com,https://www.facebook.com/thetravsbebington/?locale=en_GB,NA,,,,,NA,,Wirral ,England ,covers gigs,,,,53.35372668,-3.030946709,,12:00:00,23:00:00,12:00:00,23:00:00,NA,NA,,,,N,,NA,,,,,,,,,,,,
518,Gallaghers Traditional Pub,"bar, pub with music",no,20 Chester Street ,Birkenhead ,CH415DQ,https://gallaghers-pub.business.site/?utm_source=gmb&utm_medium=referral,1516499095,NA,https://www.facebook.com/Gallagherstraditionalpub1/,NA,,,,,NA,,Wirral ,England ,covers gigs,,,,53.39381308,-3.012573929,,12:00:00,23:00:00,11:30:00,00:00:00,NA,NA,,,,Y ,TA,NA,,,,,,,,,,,,
519,Black Horse Hotel,"bar, pub with music",no,38 School Hill,Heswall,CH600DP,NA,1513644351,wayne.wmservices@hotmail.com,https://www.facebook.com/p/Black-Horse-Hotel-100043184086165/,NA,,,,,NA,,Wirral ,England ,covers gigs,,,,53.32332078,-3.10250732,,NA,NA,NA,NA,NA,NA,No opening times listed ,,,N,,NA,,,,,,,,,,,,
520,The Woody Pub (The Woodchurch),"bar, pub with music",no,Grasswood Road,Woodchurch,CH497NX,NA,1516771593,NA,https://www.facebook.com/people/The-woody-pub/100029332076399/?locale=is_IS&paipv=0&eav=AfbjUmM4E3av_Vfk6CxYvmI7YoG6S4E-XtFvEjrx5I4_-rV4VXOzp8wGDVZ2AVuZneQ&_rdr,NA,,,,,NA,,Wirral ,England ,covers gigs,,,,53.37533897,-3.083062784,,11:00:00,23:00:00,11:00:00,23:00:00,NA,NA,,,,N,,NA,,,,,,,,,,,,
521,Mackenzies Bar,"bar, pub with music",no,134 Claughton Road,Birkenhead,CH416EY,NA,1516470968,info@mackenziesbar.co.uk,https://www.facebook.com/MackenziesBarBirkenhead/,NA,,,,,NA,,Wirral ,England ,covers gigs,,,,53.39067298,-3.028634546,,11:00:00,23:00:00,11:00:00,23:00:00,NA,NA,,,,N,,NA,,,,,,,,,,,,
522,Johnny Pye,"bar, pub with music",no,5 Pye Road,Heswall ,CH600DB,https://www.johnnypyepub.co.uk/,1513428215,NA,https://www.facebook.com/johnny.pyeheswall/?locale=en_GB,NA,,,,,NA,,Wirral ,England ,covers gigs,,,,53.32858768,-3.097344279,,11:00:00,23:00:00,11:00:00,00:00:00,NA,NA,,,,Y ,TA,https://www.instagram.com/thejohnnypye_heswall/,,,,,,,,,,,,
523,The Grange ,"bar, pub with music",no,407 Hoylake Road,Moreton,CH466DQ,NA,1514588075,thegrange@ukpubandkitchen.com,https://www.facebook.com/thegrange,NA,,,,,NA,,Wirral ,England ,covers gigs,,,,53.39674346,-3.122831255,,12:00:00,23:30:00,12:00:00,00:00:00,NA,NA,,,,Y ,SA,NA,,,,,,,,,,,,
524,Willows Pub,"bar, pub with music",no,Saughall Massie Road,Upton,CH496LA,https://www.craftunionpubs.com/willows-upton?utm_source=gmb&utm_medium=organic&utm_campaign=homepage,1212725497,NA,https://www.facebook.com/WillowsUptonPub/,NA,,,,,NA,,Wirral ,England ,covers gigs,,,,53.38776465,-3.114433338,,12:00:00,23:30:00,11:00:00,00:00:00,NA,NA,,,,Y ,TA,https://www.instagram.com/craftunionpubs/,,,,,,,,,,,,
525,Rose & Crown ,"bar, pub with music",no,57 The Village,Bebington ,CH637PL,https://www.roseandcrownbebington.co.uk/,1516445829,NA,NA,https://twitter.com/RoseAndCrownBeb?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,,,,NA,,Wirral ,England ,covers gigs,,,,53.35166488,-3.004487256,,13:00:00,23:00:00,13:00:00,23:00:00,NA,NA,,,,Y ,TA,https://www.instagram.com/roseandcrownbeb/?hl=en-gb,,,,,,,,,,,,
526,The Sportsmans Arms,"bar, pub with music",no,9 Prenton Road East,Birkenhead ,CH427LQ,https://www.craftunionpubs.com/sportsmans-arms-prenton-east?utm_source=gmb&utm_medium=organic&utm_campaign=homepage,1516445724,NA,https://www.facebook.com/TheSportsmansArms/?locale=en_GB,NA,,,,,NA,,Wirral ,England ,covers gigs,,,,53.37546367,-3.026054168,,10:00:00,00:00:00,10:00:00,00:00:00,NA,NA,,,,N,,NA,,,,,,,,,,,,
527,The Rock Villa,"bar, pub with music",no,329 Old Chester Road,Birkenhead ,CH423XH,NA,7878226104,NA,https://www.facebook.com/Moredrinkss/?locale=en_GB,NA,,,,,NA,,Wirral ,England ,covers gigs,,,,53.37188007,-3.015591985,,NA,NA,NA,NA,NA,NA,No opening times listed ,,,N,,NA,,,,,,,,,,,,
528,The Wellington,"bar, pub with music",no,10 The Village,Bebington ,CH637PW,https://ukpubandkitchen.co.uk/the-wellington-bebington/,1513066287,wellington@ukpubandkitchen.com,https://www.facebook.com/wellingtonpubbebington/,NA,,,,,NA,,Wirral ,England ,covers gigs,,,,53.35340618,-3.005175162,,12:00:00,00:00:00,12:00:00,00:00:00,NA,NA,,,,N,,NA,,,,,,,,,,,,
529,The Bedford (Lukes),"bar, pub with music",no,180 Bedford Road,Birkenhead ,CH422AT,https://thebedfordlukes.co.uk/,NA,thebedfordlukes@gmail.com,https://www.facebook.com/TheBedfordLukes/,NA,,,,,NA,,Wirral ,England ,covers gigs,,,,53.37233187,-3.010072662,,11:00:00,00:00:00,11:00:00,01:00:00,NA,NA,,,,N,,NA,,,,,,,,,,,,
530,The Queens Arms ,"bar, pub with music",no,1 Storeton Road,Oxton,CH435TL,https://www.queensarmsoxton.co.uk/,1516511448,info@queensarmsoxton.co.uk,https://www.facebook.com/queensarmsoxton/,NA,,,,,NA,,Wirral ,England ,covers gigs,,,,53.37857947,-3.04566865,,11:00:00,23:00:00,11:00:00,00:00:00,NA,NA,,,,Y ,TA,NA,,,,,,,,,,,,
531,Prenton Park Pub,"bar, pub with music",no,796 Borough Road,Birkenhead ,CH429JG,NA,1513787905,prentonpark@365msl.co.uk,https://www.facebook.com/Prentonparkpub/,NA,,,,,NA,,Wirral ,England ,covers gigs,,,,53.37478137,-3.032346598,,12:00:00,23:00:00,12:00:00,01:00:00,NA,NA,,,,N,,NA,,,,,,,,,,,,
532,The Claughton Hotel,"bar, pub with music",no,50 Upton Road,Claughton,CH410DH,https://www.craftunionpubs.com/claughton-hotel-upton,1212725499,NA,https://www.facebook.com/ClaughtonHotelCraft,NA,Craft Union Pubs,,,,NA,,Wirral ,England ,covers gigs,,,,53.39481877,-3.057718656,,12:00:00,22:00:00,12:00:00,22:00:00,NA,NA,,,,Y ,TA,https://www.instagram.com/craftunionpubs/,,,,,,,,,,,,
533,The Queens Hotel,"bar, pub with music",no,1 Park Road East,Birkenhead ,CH414BB,NA,7594715680,NA,https://www.facebook.com/queensbirkenhead/?locale=en_GB,NA,,,,,NA,,Wirral ,England ,covers gigs,,,,53.39427557,-3.032038627,,NA,NA,NA,NA,NA,NA,No opening times listed ,,,N,,NA,,,,,,,,,,,,
534,The Derby Arms,"bar, pub with music",no,2 Nelson Road,Birkenhead ,CH422AL,NA,NA,NA,https://www.facebook.com/derbyarmsrockferry/,NA,,,,,NA,,Wirral ,England ,covers gigs,,,,53.37006456,-3.006092141,,12:00:00,23:00:00,12:00:00,23:00:00,NA,NA,,,,N,,NA,,,,,,,,,,,,
535,The Primrose,"bar, pub with music",no,1 Withens Lane,Wallasey,CH441BB,NA,NA,NA,https://www.facebook.com/The-Primrose-680656465333101/,NA,,,,,NA,,Wirral ,England ,covers gigs,,,,53.42116248,-3.037272054,,12:00:00,22:30:00,11:00:00,00:00:00,NA,NA,,,,Y ,SA,,,,,,,,,,,,,
536,The Clipper (Sandbrook Pub) ,"bar, pub with music",no,Chapelhill Road,Birkenhead ,CH469QQ,NA,1513522103,thesandbrookpub@outlook.com,https://www.facebook.com/TheSandbrookPub/,NA,,,,,NA,,Wirral ,England ,covers gigs,,,,53.39821506,-3.100698784,,NA,NA,NA,NA,NA,NA,,,,Y ,TA,NA,,,,,,,,,,,,
537,Pollards Inn,"bar, pub with music",no,Village Square,Neston,CH642TU,https://pollardsinn.co.uk/,1513274615,info@pollardsinn.co.uk,https://www.facebook.com/PollardsInnRestaurant/?locale=en_GB,NA,,,,,NA,,Wirral ,England ,covers gigs,,,,53.29147391,-3.007865828,,NA,NA,NA,NA,NA,NA,No opening times listed ,,,Y ,TA,https://www.instagram.com/pollardsinn/?hl=en,,,,,,,,,,,,
538,The Duke of Wellington,"bar, pub with music",no,1 Seaview Road,Wallasey,CH454QN,NA,1516395997,dukesliscard@gmail.com,https://www.facebook.com/people/Duke-of-Wellington-Liscard/100057035756983/,NA,,,,,NA,,Wirral ,England ,covers gigs,,,,53.42027716,-3.045531285,,12:00:00,00:00:00,12:00:00,01:00:00,NA,NA,,,,N,,NA,,,1,,,,,,,,,
539,The Clarence Hotel,"bar, pub with music",no,89 Albion Street,New Brighton,CH459JQ,NA,1516384557,NA,https://www.facebook.com/theclarencehotelwallasey/,NA,,,,,NA,,Wirral ,England ,covers gigs,,,,53.43609117,-3.052849927,,14:00:00,23:30:00,12:00:00,00:00:00,NA,NA,,,,N,,NA,,,1,,,,,,,,,
540,The Red Fox,"bar, pub with music",no,Liverpool Road,Thornton,CH647TL,https://www.brunningandprice.co.uk/redfox/,1513532920,red.fox@brunningandprice.co.uk,https://www.facebook.com/redfoxpub/,NA,,,,,NA,,Wirral ,England ,covers gigs,,,,53.31039762,-3.05454578,,10:00:00,23:00:00,10:00:00,23:00:00,NA,NA,,,,Y ,TA,https://www.instagram.com/redfoxwirral/?hl=en-gb,,,,,,,,,,,,
